"SA1_MAINCODE_2016","SA1_sevendigitcode_2016","CED_CODE_2017","CED_NAME_2017","STATE_CODE_2017","STATE_NAME_2017","AREA_ALBERS_SQKM"
10102100701,1100701,120,"Hume",1,"New South Wales",362.8727
10102100702,1100702,113,"Eden-Monaro",1,"New South Wales",229.7459
10102100703,1100703,113,"Eden-Monaro",1,"New South Wales",2.391
10102100704,1100704,113,"Eden-Monaro",1,"New South Wales",1.2816
10102100705,1100705,113,"Eden-Monaro",1,"New South Wales",1.1978
10102100706,1100706,113,"Eden-Monaro",1,"New South Wales",63.3894
10102100707,1100707,113,"Eden-Monaro",1,"New South Wales",442.7713
10102100708,1100708,113,"Eden-Monaro",1,"New South Wales",1137.7239
10102100709,1100709,113,"Eden-Monaro",1,"New South Wales",350.9881
10102100710,1100710,113,"Eden-Monaro",1,"New South Wales",825.9908
10102100801,1100801,113,"Eden-Monaro",1,"New South Wales",0.1435
10102100802,1100802,113,"Eden-Monaro",1,"New South Wales",0.3
10102100803,1100803,113,"Eden-Monaro",1,"New South Wales",0.1309
10102100804,1100804,113,"Eden-Monaro",1,"New South Wales",0.2218
10102100805,1100805,113,"Eden-Monaro",1,"New South Wales",0.0978
10102100806,1100806,113,"Eden-Monaro",1,"New South Wales",0.1358
10102100807,1100807,113,"Eden-Monaro",1,"New South Wales",0.2451
10102100808,1100808,113,"Eden-Monaro",1,"New South Wales",0.1538
10102100809,1100809,113,"Eden-Monaro",1,"New South Wales",3.2796
10102100810,1100810,113,"Eden-Monaro",1,"New South Wales",0.0931
10102100811,1100811,113,"Eden-Monaro",1,"New South Wales",0.1627
10102100812,1100812,113,"Eden-Monaro",1,"New South Wales",0.1109
10102100813,1100813,113,"Eden-Monaro",1,"New South Wales",0.2157
10102100814,1100814,113,"Eden-Monaro",1,"New South Wales",0.2984
10102100815,1100815,113,"Eden-Monaro",1,"New South Wales",0.1426
10102100816,1100816,113,"Eden-Monaro",1,"New South Wales",0.3033
10102100817,1100817,113,"Eden-Monaro",1,"New South Wales",0.1242
10102100818,1100818,113,"Eden-Monaro",1,"New South Wales",0.1076
10102100819,1100819,113,"Eden-Monaro",1,"New South Wales",0.1626
10102100820,1100820,113,"Eden-Monaro",1,"New South Wales",0.1713
10102100821,1100821,113,"Eden-Monaro",1,"New South Wales",0.1624
10102100822,1100822,113,"Eden-Monaro",1,"New South Wales",0.1207
10102100823,1100823,113,"Eden-Monaro",1,"New South Wales",0.0987
10102100901,1100901,113,"Eden-Monaro",1,"New South Wales",0.1001
10102100902,1100902,113,"Eden-Monaro",1,"New South Wales",0.1352
10102100904,1100904,113,"Eden-Monaro",1,"New South Wales",0.1383
10102100905,1100905,113,"Eden-Monaro",1,"New South Wales",0.267
10102100907,1100907,113,"Eden-Monaro",1,"New South Wales",0.1637
10102100908,1100908,113,"Eden-Monaro",1,"New South Wales",0.1584
10102100909,1100909,113,"Eden-Monaro",1,"New South Wales",0.0908
10102100910,1100910,113,"Eden-Monaro",1,"New South Wales",0.1045
10102100911,1100911,113,"Eden-Monaro",1,"New South Wales",0.1495
10102100912,1100912,113,"Eden-Monaro",1,"New South Wales",0.1142
10102100913,1100913,113,"Eden-Monaro",1,"New South Wales",0.2618
10102100914,1100914,113,"Eden-Monaro",1,"New South Wales",0.2756
10102100915,1100915,113,"Eden-Monaro",1,"New South Wales",0.1891
10102100916,1100916,113,"Eden-Monaro",1,"New South Wales",0.1464
10102100917,1100917,113,"Eden-Monaro",1,"New South Wales",0.2596
10102100918,1100918,113,"Eden-Monaro",1,"New South Wales",0.2109
10102100919,1100919,113,"Eden-Monaro",1,"New South Wales",0.3559
10102100920,1100920,113,"Eden-Monaro",1,"New South Wales",0.0786
10102100921,1100921,113,"Eden-Monaro",1,"New South Wales",0.0705
10102100923,1100923,113,"Eden-Monaro",1,"New South Wales",0.2178
10102100924,1100924,113,"Eden-Monaro",1,"New South Wales",0.1573
10102100925,1100925,113,"Eden-Monaro",1,"New South Wales",0.0568
10102100926,1100926,113,"Eden-Monaro",1,"New South Wales",0.1128
10102100927,1100927,113,"Eden-Monaro",1,"New South Wales",0.4203
10102100928,1100928,113,"Eden-Monaro",1,"New South Wales",0.1569
10102100929,1100929,113,"Eden-Monaro",1,"New South Wales",0.3714
10102101001,1101001,113,"Eden-Monaro",1,"New South Wales",0.0889
10102101002,1101002,113,"Eden-Monaro",1,"New South Wales",1.362
10102101003,1101003,113,"Eden-Monaro",1,"New South Wales",1.3428
10102101004,1101004,113,"Eden-Monaro",1,"New South Wales",0.0957
10102101006,1101006,113,"Eden-Monaro",1,"New South Wales",0.1403
10102101007,1101007,113,"Eden-Monaro",1,"New South Wales",0.1334
10102101008,1101008,113,"Eden-Monaro",1,"New South Wales",0.3876
10102101009,1101009,113,"Eden-Monaro",1,"New South Wales",1.1019
10102101010,1101010,113,"Eden-Monaro",1,"New South Wales",0.1015
10102101011,1101011,113,"Eden-Monaro",1,"New South Wales",1.4469
10102101012,1101012,113,"Eden-Monaro",1,"New South Wales",0.0204
10102101013,1101013,113,"Eden-Monaro",1,"New South Wales",4.0845
10102101014,1101014,113,"Eden-Monaro",1,"New South Wales",2.2717
10102101015,1101015,113,"Eden-Monaro",1,"New South Wales",0.0864
10102101016,1101016,113,"Eden-Monaro",1,"New South Wales",0.1938
10102101017,1101017,113,"Eden-Monaro",1,"New South Wales",0.1456
10102101101,1101101,113,"Eden-Monaro",1,"New South Wales",1.1052
10102101102,1101102,113,"Eden-Monaro",1,"New South Wales",88.1252
10102101103,1101103,113,"Eden-Monaro",1,"New South Wales",231.6553
10102101104,1101104,113,"Eden-Monaro",1,"New South Wales",11.9635
10102101105,1101105,113,"Eden-Monaro",1,"New South Wales",26.0479
10102101106,1101106,113,"Eden-Monaro",1,"New South Wales",19.0083
10102101107,1101107,113,"Eden-Monaro",1,"New South Wales",257.8052
10102101108,1101108,113,"Eden-Monaro",1,"New South Wales",1.1837
10102101109,1101109,113,"Eden-Monaro",1,"New South Wales",46.0299
10102101110,1101110,113,"Eden-Monaro",1,"New South Wales",122.3638
10102101111,1101111,113,"Eden-Monaro",1,"New South Wales",52.9216
10102101112,1101112,113,"Eden-Monaro",1,"New South Wales",91.3683
10102101113,1101113,113,"Eden-Monaro",1,"New South Wales",104.7538
10102101115,1101115,113,"Eden-Monaro",1,"New South Wales",25.0276
10102101116,1101116,113,"Eden-Monaro",1,"New South Wales",714.5186
10102101117,1101117,113,"Eden-Monaro",1,"New South Wales",244.4715
10102101118,1101118,120,"Hume",1,"New South Wales",398.2564
10102101119,1101119,113,"Eden-Monaro",1,"New South Wales",14.3159
10102101120,1101120,113,"Eden-Monaro",1,"New South Wales",9.6589
10102101122,1101122,113,"Eden-Monaro",1,"New South Wales",2.6732
10102101123,1101123,113,"Eden-Monaro",1,"New South Wales",3.7281
10102101125,1101125,113,"Eden-Monaro",1,"New South Wales",0.5084
10102101126,1101126,113,"Eden-Monaro",1,"New South Wales",0.8952
10102101127,1101127,113,"Eden-Monaro",1,"New South Wales",26.1612
10102101128,1101128,113,"Eden-Monaro",1,"New South Wales",25.0421
10102101129,1101129,113,"Eden-Monaro",1,"New South Wales",14.1462
10102101130,1101130,113,"Eden-Monaro",1,"New South Wales",28.2703
10102101131,1101131,113,"Eden-Monaro",1,"New South Wales",5.5006
10102101132,1101132,113,"Eden-Monaro",1,"New South Wales",5.7678
10102101133,1101133,113,"Eden-Monaro",1,"New South Wales",15.4456
10102101134,1101134,113,"Eden-Monaro",1,"New South Wales",12.528
10102101135,1101135,113,"Eden-Monaro",1,"New South Wales",32.8226
10102101136,1101136,113,"Eden-Monaro",1,"New South Wales",15.4446
10102101137,1101137,113,"Eden-Monaro",1,"New South Wales",37.9124
10102101139,1101139,113,"Eden-Monaro",1,"New South Wales",6.1138
10102101140,1101140,113,"Eden-Monaro",1,"New South Wales",40.8801
10102101141,1101141,113,"Eden-Monaro",1,"New South Wales",235.5365
10102101142,1101142,113,"Eden-Monaro",1,"New South Wales",0.1629
10102101143,1101143,113,"Eden-Monaro",1,"New South Wales",0.1365
10102101144,1101144,113,"Eden-Monaro",1,"New South Wales",0.1524
10102101145,1101145,113,"Eden-Monaro",1,"New South Wales",0.3951
10102101146,1101146,113,"Eden-Monaro",1,"New South Wales",0.1721
10102101147,1101147,113,"Eden-Monaro",1,"New South Wales",0.1319
10102101148,1101148,113,"Eden-Monaro",1,"New South Wales",1.4459
10102101149,1101149,113,"Eden-Monaro",1,"New South Wales",0.1131
10102101150,1101150,113,"Eden-Monaro",1,"New South Wales",79.9332
10102101151,1101151,113,"Eden-Monaro",1,"New South Wales",1.3461
10102101152,1101152,113,"Eden-Monaro",1,"New South Wales",0.4634
10102101201,1101201,113,"Eden-Monaro",1,"New South Wales",0.0899
10102101202,1101202,113,"Eden-Monaro",1,"New South Wales",0.3118
10102101203,1101203,113,"Eden-Monaro",1,"New South Wales",0.5254
10102101204,1101204,113,"Eden-Monaro",1,"New South Wales",0.7836
10102101205,1101205,113,"Eden-Monaro",1,"New South Wales",0.1963
10102101206,1101206,113,"Eden-Monaro",1,"New South Wales",0.2317
10102101207,1101207,113,"Eden-Monaro",1,"New South Wales",0.0875
10102101208,1101208,113,"Eden-Monaro",1,"New South Wales",0.3704
10102101209,1101209,113,"Eden-Monaro",1,"New South Wales",0.4409
10102101210,1101210,113,"Eden-Monaro",1,"New South Wales",0.2186
10102101211,1101211,113,"Eden-Monaro",1,"New South Wales",0.248
10102101212,1101212,113,"Eden-Monaro",1,"New South Wales",0.1277
10102101213,1101213,113,"Eden-Monaro",1,"New South Wales",0.2624
10102101214,1101214,113,"Eden-Monaro",1,"New South Wales",0.2173
10102101215,1101215,113,"Eden-Monaro",1,"New South Wales",0.2279
10102101216,1101216,113,"Eden-Monaro",1,"New South Wales",0.1429
10102101217,1101217,113,"Eden-Monaro",1,"New South Wales",2.4542
10102101218,1101218,113,"Eden-Monaro",1,"New South Wales",0.2145
10102101219,1101219,113,"Eden-Monaro",1,"New South Wales",0.2709
10102101220,1101220,113,"Eden-Monaro",1,"New South Wales",0.315
10102101221,1101221,113,"Eden-Monaro",1,"New South Wales",0.1594
10102101222,1101222,113,"Eden-Monaro",1,"New South Wales",0.2016
10102101223,1101223,113,"Eden-Monaro",1,"New South Wales",0.359
10102101224,1101224,113,"Eden-Monaro",1,"New South Wales",0.3313
10102101225,1101225,113,"Eden-Monaro",1,"New South Wales",1.4218
10102101226,1101226,113,"Eden-Monaro",1,"New South Wales",2.1944
10102101227,1101227,113,"Eden-Monaro",1,"New South Wales",0.2564
10102101228,1101228,113,"Eden-Monaro",1,"New South Wales",0.1857
10102101229,1101229,113,"Eden-Monaro",1,"New South Wales",0.1981
10102101230,1101230,113,"Eden-Monaro",1,"New South Wales",0.0774
10102101231,1101231,113,"Eden-Monaro",1,"New South Wales",0.356
10102101232,1101232,113,"Eden-Monaro",1,"New South Wales",0.2009
10103101301,1101301,113,"Eden-Monaro",1,"New South Wales",1.7304
10103101302,1101302,113,"Eden-Monaro",1,"New South Wales",2.5161
10103101303,1101303,113,"Eden-Monaro",1,"New South Wales",1.1544
10103101304,1101304,113,"Eden-Monaro",1,"New South Wales",1.5141
10103101305,1101305,113,"Eden-Monaro",1,"New South Wales",1004.411
10103101306,1101306,113,"Eden-Monaro",1,"New South Wales",1563.83
10103101307,1101307,113,"Eden-Monaro",1,"New South Wales",477.7679
10103101308,1101308,113,"Eden-Monaro",1,"New South Wales",936.4379
10103101401,1101401,113,"Eden-Monaro",1,"New South Wales",0.2041
10103101402,1101402,113,"Eden-Monaro",1,"New South Wales",0.5813
10103101403,1101403,113,"Eden-Monaro",1,"New South Wales",0.8194
10103101404,1101404,113,"Eden-Monaro",1,"New South Wales",1.9773
10103101405,1101405,113,"Eden-Monaro",1,"New South Wales",0.5259
10103101406,1101406,113,"Eden-Monaro",1,"New South Wales",2.214
10103101407,1101407,113,"Eden-Monaro",1,"New South Wales",1.3295
10103101408,1101408,113,"Eden-Monaro",1,"New South Wales",1.3347
10103101409,1101409,113,"Eden-Monaro",1,"New South Wales",1.2349
10103101410,1101410,113,"Eden-Monaro",1,"New South Wales",0.6226
10103101411,1101411,113,"Eden-Monaro",1,"New South Wales",1.0424
10103101412,1101412,113,"Eden-Monaro",1,"New South Wales",1.398
10103101413,1101413,113,"Eden-Monaro",1,"New South Wales",0.4264
10103101414,1101414,113,"Eden-Monaro",1,"New South Wales",0.2137
10103101415,1101415,113,"Eden-Monaro",1,"New South Wales",0.2482
10103101417,1101417,113,"Eden-Monaro",1,"New South Wales",2.8304
10103101418,1101418,113,"Eden-Monaro",1,"New South Wales",86.0635
10103101419,1101419,113,"Eden-Monaro",1,"New South Wales",0.5708
10103101501,1101501,113,"Eden-Monaro",1,"New South Wales",138.8202
10103101502,1101502,113,"Eden-Monaro",1,"New South Wales",788.6609
10103101503,1101503,113,"Eden-Monaro",1,"New South Wales",0.9694
10103101505,1101505,113,"Eden-Monaro",1,"New South Wales",138.9578
10103101511,1101511,113,"Eden-Monaro",1,"New South Wales",2.0235
10103101512,1101512,113,"Eden-Monaro",1,"New South Wales",597.0325
10103101514,1101514,113,"Eden-Monaro",1,"New South Wales",465.4728
10103101515,1101515,113,"Eden-Monaro",1,"New South Wales",174.6151
10103101516,1101516,113,"Eden-Monaro",1,"New South Wales",137.1225
10103101517,1101517,113,"Eden-Monaro",1,"New South Wales",800.5049
10103101518,1101518,113,"Eden-Monaro",1,"New South Wales",324.101
10103101519,1101519,113,"Eden-Monaro",1,"New South Wales",23.6493
10103101520,1101520,113,"Eden-Monaro",1,"New South Wales",750.5576
10103101521,1101521,113,"Eden-Monaro",1,"New South Wales",481.6166
10103101522,1101522,113,"Eden-Monaro",1,"New South Wales",246.4462
10103101523,1101523,113,"Eden-Monaro",1,"New South Wales",828.8615
10103101524,1101524,113,"Eden-Monaro",1,"New South Wales",351.463
10103101601,1101601,113,"Eden-Monaro",1,"New South Wales",6.0898
10103101602,1101602,113,"Eden-Monaro",1,"New South Wales",0.5943
10103101603,1101603,113,"Eden-Monaro",1,"New South Wales",680.3042
10103101604,1101604,113,"Eden-Monaro",1,"New South Wales",25.4273
10103101605,1101605,113,"Eden-Monaro",1,"New South Wales",122.4486
10103101606,1101606,113,"Eden-Monaro",1,"New South Wales",302.891
10103101607,1101607,113,"Eden-Monaro",1,"New South Wales",211.8175
10103101608,1101608,113,"Eden-Monaro",1,"New South Wales",367.3701
10103101609,1101609,113,"Eden-Monaro",1,"New South Wales",16.2639
10103101610,1101610,113,"Eden-Monaro",1,"New South Wales",895.6246
10103101611,1101611,113,"Eden-Monaro",1,"New South Wales",1.0856
10103101612,1101612,113,"Eden-Monaro",1,"New South Wales",1294.4489
10103101613,1101613,113,"Eden-Monaro",1,"New South Wales",2.8329
10103101614,1101614,113,"Eden-Monaro",1,"New South Wales",0.3659
10103101615,1101615,113,"Eden-Monaro",1,"New South Wales",0.3008
10103101616,1101616,113,"Eden-Monaro",1,"New South Wales",0.2819
10103101617,1101617,113,"Eden-Monaro",1,"New South Wales",0.4067
10103101618,1101618,113,"Eden-Monaro",1,"New South Wales",8.823
10103101619,1101619,113,"Eden-Monaro",1,"New South Wales",1.6699
10103101620,1101620,113,"Eden-Monaro",1,"New South Wales",0.5015
10104101701,1101701,116,"Gilmore",1,"New South Wales",0.374
10104101702,1101702,116,"Gilmore",1,"New South Wales",0.1084
10104101703,1101703,116,"Gilmore",1,"New South Wales",0.2843
10104101704,1101704,116,"Gilmore",1,"New South Wales",0.2444
10104101705,1101705,116,"Gilmore",1,"New South Wales",0.184
10104101706,1101706,116,"Gilmore",1,"New South Wales",1.3662
10104101707,1101707,116,"Gilmore",1,"New South Wales",33.0964
10104101708,1101708,116,"Gilmore",1,"New South Wales",1.4122
10104101709,1101709,116,"Gilmore",1,"New South Wales",7.5678
10104101710,1101710,116,"Gilmore",1,"New South Wales",1.2041
10104101711,1101711,116,"Gilmore",1,"New South Wales",5.4754
10104101712,1101712,116,"Gilmore",1,"New South Wales",2.0312
10104101713,1101713,116,"Gilmore",1,"New South Wales",0.3627
10104101714,1101714,116,"Gilmore",1,"New South Wales",1.0779
10104101715,1101715,116,"Gilmore",1,"New South Wales",4.8222
10104101716,1101716,116,"Gilmore",1,"New South Wales",0.3778
10104101717,1101717,116,"Gilmore",1,"New South Wales",0.5106
10104101718,1101718,116,"Gilmore",1,"New South Wales",0.7002
10104101719,1101719,116,"Gilmore",1,"New South Wales",0.3669
10104101720,1101720,116,"Gilmore",1,"New South Wales",1.1166
10104101721,1101721,116,"Gilmore",1,"New South Wales",0.2791
10104101722,1101722,116,"Gilmore",1,"New South Wales",0.745
10104101801,1101801,116,"Gilmore",1,"New South Wales",0.5012
10104101802,1101802,116,"Gilmore",1,"New South Wales",0.6887
10104101803,1101803,116,"Gilmore",1,"New South Wales",12.4054
10104101804,1101804,116,"Gilmore",1,"New South Wales",0.3057
10104101805,1101805,116,"Gilmore",1,"New South Wales",1.586
10104101806,1101806,116,"Gilmore",1,"New South Wales",0.2747
10104101807,1101807,116,"Gilmore",1,"New South Wales",0.3012
10104101808,1101808,116,"Gilmore",1,"New South Wales",0.2726
10104101809,1101809,116,"Gilmore",1,"New South Wales",0.3184
10104101810,1101810,116,"Gilmore",1,"New South Wales",0.1985
10104101811,1101811,116,"Gilmore",1,"New South Wales",0.4071
10104101812,1101812,116,"Gilmore",1,"New South Wales",0.5799
10104101813,1101813,116,"Gilmore",1,"New South Wales",6.4624
10104101814,1101814,116,"Gilmore",1,"New South Wales",0.5283
10104101815,1101815,116,"Gilmore",1,"New South Wales",1.3513
10104101816,1101816,116,"Gilmore",1,"New South Wales",0.5311
10104101817,1101817,116,"Gilmore",1,"New South Wales",0.8406
10104101818,1101818,116,"Gilmore",1,"New South Wales",0.3435
10104101819,1101819,116,"Gilmore",1,"New South Wales",1.2798
10104101820,1101820,116,"Gilmore",1,"New South Wales",0.1433
10104101821,1101821,116,"Gilmore",1,"New South Wales",0.1204
10104101822,1101822,116,"Gilmore",1,"New South Wales",0.4454
10104101823,1101823,116,"Gilmore",1,"New South Wales",0.5683
10104101824,1101824,116,"Gilmore",1,"New South Wales",0.141
10104101901,1101901,113,"Eden-Monaro",1,"New South Wales",0.4007
10104101902,1101902,113,"Eden-Monaro",1,"New South Wales",0.5138
10104101903,1101903,113,"Eden-Monaro",1,"New South Wales",0.3161
10104101904,1101904,113,"Eden-Monaro",1,"New South Wales",0.2772
10104101905,1101905,113,"Eden-Monaro",1,"New South Wales",0.3103
10104101906,1101906,113,"Eden-Monaro",1,"New South Wales",0.8195
10104101907,1101907,113,"Eden-Monaro",1,"New South Wales",0.4277
10104101909,1101909,113,"Eden-Monaro",1,"New South Wales",0.9378
10104101911,1101911,113,"Eden-Monaro",1,"New South Wales",0.9918
10104101912,1101912,113,"Eden-Monaro",1,"New South Wales",0.5775
10104101913,1101913,113,"Eden-Monaro",1,"New South Wales",0.3217
10104101914,1101914,113,"Eden-Monaro",1,"New South Wales",14.5843
10104101915,1101915,113,"Eden-Monaro",1,"New South Wales",31.4162
10104101916,1101916,113,"Eden-Monaro",1,"New South Wales",41.3091
10104101917,1101917,113,"Eden-Monaro",1,"New South Wales",31.2157
10104101918,1101918,113,"Eden-Monaro",1,"New South Wales",5.996
10104101919,1101919,113,"Eden-Monaro",1,"New South Wales",39.7738
10104101920,1101920,113,"Eden-Monaro",1,"New South Wales",0.4182
10104101921,1101921,113,"Eden-Monaro",1,"New South Wales",0.681
10104101922,1101922,113,"Eden-Monaro",1,"New South Wales",4.4591
10104101923,1101923,113,"Eden-Monaro",1,"New South Wales",8.151
10104102001,1102001,113,"Eden-Monaro",1,"New South Wales",63.9863
10104102002,1102002,113,"Eden-Monaro",1,"New South Wales",70.5145
10104102003,1102003,113,"Eden-Monaro",1,"New South Wales",0.6066
10104102004,1102004,113,"Eden-Monaro",1,"New South Wales",112.9244
10104102005,1102005,113,"Eden-Monaro",1,"New South Wales",971.6269
10104102006,1102006,113,"Eden-Monaro",1,"New South Wales",207.1378
10104102007,1102007,113,"Eden-Monaro",1,"New South Wales",52.9967
10104102008,1102008,113,"Eden-Monaro",1,"New South Wales",93.7422
10104102009,1102009,113,"Eden-Monaro",1,"New South Wales",243.465
10104102010,1102010,113,"Eden-Monaro",1,"New South Wales",919.2309
10104102011,1102011,113,"Eden-Monaro",1,"New South Wales",95.9361
10104102012,1102012,113,"Eden-Monaro",1,"New South Wales",144.4308
10104102013,1102013,113,"Eden-Monaro",1,"New South Wales",0.8117
10104102014,1102014,113,"Eden-Monaro",1,"New South Wales",59.2093
10104102015,1102015,113,"Eden-Monaro",1,"New South Wales",103.3575
10104102016,1102016,113,"Eden-Monaro",1,"New South Wales",102.2605
10104102017,1102017,113,"Eden-Monaro",1,"New South Wales",61.4548
10104102018,1102018,113,"Eden-Monaro",1,"New South Wales",72.468
10104102019,1102019,113,"Eden-Monaro",1,"New South Wales",354.6896
10104102020,1102020,113,"Eden-Monaro",1,"New South Wales",135.4998
10104102021,1102021,113,"Eden-Monaro",1,"New South Wales",60.4743
10104102022,1102022,113,"Eden-Monaro",1,"New South Wales",2.4432
10104102023,1102023,113,"Eden-Monaro",1,"New South Wales",44.0328
10104102024,1102024,113,"Eden-Monaro",1,"New South Wales",143.7849
10104102025,1102025,113,"Eden-Monaro",1,"New South Wales",0.9172
10104102026,1102026,113,"Eden-Monaro",1,"New South Wales",87.7004
10104102027,1102027,113,"Eden-Monaro",1,"New South Wales",109.322
10104102028,1102028,113,"Eden-Monaro",1,"New South Wales",106.4538
10104102029,1102029,113,"Eden-Monaro",1,"New South Wales",52.998
10104102030,1102030,113,"Eden-Monaro",1,"New South Wales",1.6257
10104102031,1102031,113,"Eden-Monaro",1,"New South Wales",21.7402
10104102032,1102032,113,"Eden-Monaro",1,"New South Wales",212.3649
10104102101,1102101,116,"Gilmore",1,"New South Wales",0.436
10104102102,1102102,116,"Gilmore",1,"New South Wales",0.3333
10104102104,1102104,116,"Gilmore",1,"New South Wales",1.2967
10104102105,1102105,116,"Gilmore",1,"New South Wales",1.573
10104102106,1102106,116,"Gilmore",1,"New South Wales",2.3074
10104102107,1102107,116,"Gilmore",1,"New South Wales",2.3202
10104102108,1102108,116,"Gilmore",1,"New South Wales",1.1091
10104102109,1102109,116,"Gilmore",1,"New South Wales",14.8572
10104102201,1102201,113,"Eden-Monaro",1,"New South Wales",2781.9988
10104102301,1102301,113,"Eden-Monaro",1,"New South Wales",0.5394
10104102302,1102302,113,"Eden-Monaro",1,"New South Wales",0.8903
10104102303,1102303,113,"Eden-Monaro",1,"New South Wales",3.24
10104102304,1102304,113,"Eden-Monaro",1,"New South Wales",86.6528
10104102305,1102305,113,"Eden-Monaro",1,"New South Wales",0.5131
10104102306,1102306,113,"Eden-Monaro",1,"New South Wales",0.3362
10104102307,1102307,113,"Eden-Monaro",1,"New South Wales",0.2642
10104102308,1102308,113,"Eden-Monaro",1,"New South Wales",0.6865
10104102309,1102309,113,"Eden-Monaro",1,"New South Wales",0.6288
10104102310,1102310,113,"Eden-Monaro",1,"New South Wales",1.0625
10104102401,1102401,116,"Gilmore",1,"New South Wales",245.4798
10104102402,1102402,116,"Gilmore",1,"New South Wales",662.2465
10104102403,1102403,116,"Gilmore",1,"New South Wales",1.7194
10104102404,1102404,116,"Gilmore",1,"New South Wales",56.1405
10104102405,1102405,116,"Gilmore",1,"New South Wales",135.5974
10104102406,1102406,116,"Gilmore",1,"New South Wales",110.6033
10104102407,1102407,113,"Eden-Monaro",1,"New South Wales",2.8107
10104102408,1102408,113,"Eden-Monaro",1,"New South Wales",1.0239
10104102409,1102409,113,"Eden-Monaro",1,"New South Wales",150.7927
10104102410,1102410,113,"Eden-Monaro",1,"New South Wales",86.7649
10104102411,1102411,116,"Gilmore",1,"New South Wales",1.6658
10104102412,1102412,116,"Gilmore",1,"New South Wales",5.1668
10104102501,1102501,113,"Eden-Monaro",1,"New South Wales",1.1689
10104102502,1102502,113,"Eden-Monaro",1,"New South Wales",0.232
10104102503,1102503,113,"Eden-Monaro",1,"New South Wales",0.1856
10104102504,1102504,113,"Eden-Monaro",1,"New South Wales",0.2159
10104102505,1102505,113,"Eden-Monaro",1,"New South Wales",0.3298
10104102506,1102506,113,"Eden-Monaro",1,"New South Wales",0.9577
10104102507,1102507,113,"Eden-Monaro",1,"New South Wales",0.7588
10104102508,1102508,113,"Eden-Monaro",1,"New South Wales",1.5078
10104102509,1102509,113,"Eden-Monaro",1,"New South Wales",17.1758
10104102510,1102510,113,"Eden-Monaro",1,"New South Wales",0.9242
10104102511,1102511,113,"Eden-Monaro",1,"New South Wales",0.7862
10104102512,1102512,113,"Eden-Monaro",1,"New South Wales",0.4744
10104102513,1102513,113,"Eden-Monaro",1,"New South Wales",5.1662
10104102514,1102514,113,"Eden-Monaro",1,"New South Wales",1.0513
10104102516,1102516,113,"Eden-Monaro",1,"New South Wales",1.4052
10104102517,1102517,113,"Eden-Monaro",1,"New South Wales",0.6373
10104102518,1102518,113,"Eden-Monaro",1,"New South Wales",0.9841
10104102519,1102519,113,"Eden-Monaro",1,"New South Wales",0.6283
10104102520,1102520,113,"Eden-Monaro",1,"New South Wales",0.5401
10104102521,1102521,113,"Eden-Monaro",1,"New South Wales",1.3
10104102522,1102522,113,"Eden-Monaro",1,"New South Wales",0.331
10104102523,1102523,113,"Eden-Monaro",1,"New South Wales",14.8988
10104102524,1102524,113,"Eden-Monaro",1,"New South Wales",10.7141
10104102525,1102525,113,"Eden-Monaro",1,"New South Wales",19.155
10104102526,1102526,113,"Eden-Monaro",1,"New South Wales",2.0542
10104102527,1102527,113,"Eden-Monaro",1,"New South Wales",1.2072
10104102528,1102528,113,"Eden-Monaro",1,"New South Wales",0.8732
10104102529,1102529,113,"Eden-Monaro",1,"New South Wales",0.6465
10104102530,1102530,113,"Eden-Monaro",1,"New South Wales",0.2995
10104102531,1102531,113,"Eden-Monaro",1,"New South Wales",7.731
10104102532,1102532,113,"Eden-Monaro",1,"New South Wales",2.9994
10104102601,1102601,116,"Gilmore",1,"New South Wales",0.8331
10104102602,1102602,116,"Gilmore",1,"New South Wales",3.5277
10104102603,1102603,116,"Gilmore",1,"New South Wales",0.8936
10104102604,1102604,116,"Gilmore",1,"New South Wales",0.509
10104102605,1102605,116,"Gilmore",1,"New South Wales",0.5419
10104102606,1102606,116,"Gilmore",1,"New South Wales",8.2658
10104102607,1102607,116,"Gilmore",1,"New South Wales",0.7057
10104102608,1102608,116,"Gilmore",1,"New South Wales",0.5382
10104102609,1102609,116,"Gilmore",1,"New South Wales",0.4817
10104102610,1102610,116,"Gilmore",1,"New South Wales",0.3901
10104102611,1102611,116,"Gilmore",1,"New South Wales",11.6438
10104102612,1102612,116,"Gilmore",1,"New South Wales",4.98
10104102613,1102613,116,"Gilmore",1,"New South Wales",23.271
10104102614,1102614,116,"Gilmore",1,"New South Wales",10.8264
10104102615,1102615,116,"Gilmore",1,"New South Wales",1.5497
10104102616,1102616,116,"Gilmore",1,"New South Wales",40.1804
10104102617,1102617,116,"Gilmore",1,"New South Wales",10.1192
10104102618,1102618,116,"Gilmore",1,"New South Wales",16.9319
10104102619,1102619,116,"Gilmore",1,"New South Wales",9.8931
10104102620,1102620,116,"Gilmore",1,"New South Wales",0.6426
10104102621,1102621,116,"Gilmore",1,"New South Wales",0.8504
10104102622,1102622,116,"Gilmore",1,"New South Wales",15.6041
10104102623,1102623,116,"Gilmore",1,"New South Wales",2.2324
10104102701,1102701,113,"Eden-Monaro",1,"New South Wales",0.2365
10104102702,1102702,113,"Eden-Monaro",1,"New South Wales",0.3487
10104102703,1102703,113,"Eden-Monaro",1,"New South Wales",3.0224
10104102704,1102704,113,"Eden-Monaro",1,"New South Wales",0.4185
